"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 17, 2019","9,890","9,755","9,890","9,745","521.27K","1.49%"
"Dec 16, 2019","9,745","9,870","9,870","9,700","723.22K","-0.41%"
"Dec 13, 2019","9,785","9,805","9,870","9,725","560.91K","0.77%"
"Dec 12, 2019","9,710","9,560","9,765","9,525","577.00K","2.43%"
"Dec 11, 2019","9,480","9,485","9,560","9,460","168.18K","-0.21%"
"Dec 10, 2019","9,500","9,510","9,525","9,445","105.23K","-0.37%"
"Dec 09, 2019","9,535","9,570","9,595","9,475","276.26K","-0.10%"
"Dec 06, 2019","9,545","9,410","9,555","9,410","352.66K","1.54%"
"Dec 05, 2019","9,400","9,530","9,545","9,300","246.30K","-0.69%"
"Dec 04, 2019","9,465","9,520","9,535","9,410","341.69K","-0.58%"
"Dec 03, 2019","9,520","9,580","9,600","9,485","545.27K","-1.55%"
"Dec 02, 2019","9,670","9,625","9,740","9,580","182.55K","0.89%"
"Nov 29, 2019","9,585","9,735","9,775","9,520","359.54K","-1.29%"
"Nov 28, 2019","9,710","9,870","9,900","9,710","279.50K","-1.92%"
"Nov 27, 2019","9,900","9,975","10,005","9,850","209.32K","-0.55%"
"Nov 26, 2019","9,955","9,960","10,045","9,930","416.38K","0.35%"
"Nov 25, 2019","9,920","9,900","9,920","9,730","234.24K","2.53%"
"Nov 22, 2019","9,675","9,705","9,765","9,555","779.54K","-0.36%"
"Nov 21, 2019","9,710","9,900","9,900","9,620","682.61K","-1.87%"
"Nov 20, 2019","9,895","10,140","10,150","9,860","775.57K","-2.42%"
"Nov 19, 2019","10,140","10,320","10,320","10,115","277.74K","-1.93%"
"Nov 18, 2019","10,340","10,390","10,395","10,255","309.16K","-0.14%"
"Nov 15, 2019","10,355","10,180","10,355","10,120","490.51K","1.72%"
"Nov 14, 2019","10,180","10,160","10,240","10,110","455.45K","0.49%"
"Nov 13, 2019","10,130","10,280","10,280","10,115","1.04M","-1.46%"
"Nov 12, 2019","10,280","10,200","10,300","10,170","203.10K","0.88%"
"Nov 11, 2019","10,190","10,325","10,325","10,155","267.45K","-1.16%"
"Nov 08, 2019","10,310","10,365","10,415","10,235","338.84K","-0.24%"
